grad_inc_std/t=0,grad_inc_std/t=1,grad_inc_std/t=2,grad_inc_std/t=3,grad_inc_std/t=4,grad_inc_std/t=5,grad_inc_std/t=6,grad_inc_std/t=7,grad_inc_std/t=8,grad_inc_std/t=9,grad_inc_std/t=10,grad_inc_std/t=11,grad_inc_std/t=12,grad_inc_std/t=13,grad_inc_std/t=14,grad_inc_std/t=15,grad_inc_std/t=16,grad_inc_std/t=17,grad_inc_std/t=18,grad_inc_std/t=19,grad_inc_std/t=20,grad_inc_std/t=21,grad_inc_std/t=22,grad_inc_std/t=23,grad_inc_std/t=24,grad_inc_std/t=25,grad_inc_std/t=26,grad_inc_std/t=27,grad_inc_std/t=28,grad_inc_std/t=29,grad_inc_std/t=30,grad_inc_std/t=31,grad_inc_std/t=32,grad_inc_std/t=33,grad_inc_std/t=34,grad_inc_std/t=35,grad_inc_std/t=36,grad_inc_std/t=37,grad_inc_std/t=38,grad_inc_std/t=39,grad_inc_std/t=40,grad_inc_std/t=41,grad_inc_std/t=42,grad_inc_std/t=43,grad_inc_std/t=44,grad_inc_std/t=45,grad_inc_std/t=46,grad_inc_std/t=47
2.531195804533083e-08,4.812085492614011e-08,3.141386003642706e-08,2.048978660394192e-08,1.8874319605410847e-08,2.2950487292677594e-08,2.538434156358633e-08,1.6564357172693028e-08,2.9369814564340933e-08,2.8009856074197778e-08,1.7629557706421495e-08,2.9743749095403406e-08,2.1607860169340857e-08,1.729490308847993e-08,1.9922033953441e-08,1.8648768889923588e-08,2.3851575727621526e-08,2.4160813581063126e-08,1.59569539169364e-08,1.5554147371994403e-08,1.8989005374564895e-08,2.2739534868878113e-08,1.2709324810961474e-08,1.9507030031819117e-08,1.709212010893928e-08,1.5358920164750624e-08,1.664515576890678e-08,1.5812664661412052e-08,1.557128775867635e-08,1.6182183488423154e-08,1.2069548043134886e-08,1.6632442357027664e-08,1.590507682284381e-08,1.6215828848499333e-08,1.7356778052955633e-08,1.6771051773866514e-08,2.323155074006066e-08,1.6599337984948463e-08,1.6128777318718993e-08,2.0245814945918593e-08,2.5416386849224345e-08,2.4735893157766166e-08,2.444153816645915e-08,2.6914759004379302e-08,2.99864678353747e-08,3.9114112058227266e-08,5.1805645267120274e-08,7.09509103888277e-08
3.917233727888666e-08,2.1327023974631645e-08,2.9454708858933764e-08,2.0786232662202744e-08,1.9842032299219236e-08,4.3308400352188353e-08,2.1617681778589657e-08,3.023342617743284e-08,2.372050889834641e-08,1.9335688618840675e-08,2.1284726567456575e-08,1.982835914126508e-08,2.5917724505320837e-08,1.7468418598070038e-08,1.6377832945613903e-08,1.895410261002437e-08,1.998132709079907e-08,1.6590483209539375e-08,1.535471179661492e-08,1.8564174663181216e-08,1.3191073208509097e-08,1.265088560254059e-08,2.0536701439337128e-08,1.712818224810248e-08,1.5340957103252053e-08,1.5196608184529418e-08,1.3513030171916422e-08,1.837195240538696e-08,1.6249759974153252e-08,1.610640115189203e-08,1.276493252267167e-08,1.778010988465844e-08,1.6479812958784987e-08,1.3740215414087495e-08,1.5223787764867823e-08,1.9250879602992782e-08,1.5087974455479332e-08,1.514141780995073e-08,1.720372434466395e-08,2.463111468292864e-08,2.1838354647223954e-08,2.1825828161235863e-08,2.3571059911048225e-08,2.2520074299056496e-08,3.127233935606951e-08,3.305797119642138e-08,4.8751687224012224e-08,7.580823468699474e-08
5.745370195042276e-08,4.664139977414472e-08,2.8097605794803123e-08,4.259035693908646e-08,3.1445054333023846e-08,2.9574509145763545e-08,2.809980018635098e-08,2.9348048220117467e-08,2.998033905199756e-08,2.191184469775426e-08,3.729107344272269e-08,2.4488303700834205e-08,2.7222321896468408e-08,2.4078321277196527e-08,3.2497412963249675e-08,3.1648923111136274e-08,2.2046099932265707e-08,2.3742556099576194e-08,2.1790633725814177e-08,1.9459645694254504e-08,2.050518522252541e-08,3.0322528520341804e-08,1.8595674928452403e-08,2.7685023547701883e-08,2.2701086047449228e-08,1.886700762320773e-08,1.9313035451300763e-08,1.7664558910189108e-08,2.5461308249663525e-08,1.7089642569153983e-08,1.7639005102812758e-08,1.868448906647754e-08,1.83231309370894e-08,2.007630381342367e-08,3.2015752063085506e-08,1.8671132542321617e-08,2.3598751567352672e-08,2.515191748264812e-08,2.560204343945746e-08,2.6566788469984338e-08,2.3663043096932643e-08,2.8508773516411455e-08,2.984059052584245e-08,4.2058432981167845e-08,4.207581249461813e-08,4.6905041964146765e-08,5.3363286512850495e-08,9.477399342847088e-08
5.976314490332935e-08,3.814866258996475e-08,3.922051007204303e-08,4.9984355300529014e-08,3.209049739578317e-08,2.5799887172029433e-08,4.64791930899688e-08,3.388162487137936e-08,2.8272119798186484e-08,2.1734459006292792e-08,2.2476248995706194e-08,2.8822510966374035e-08,2.264102834303781e-08,3.505832875147626e-08,2.7442683324143072e-08,3.3737692730470085e-08,2.2956065172513352e-08,2.6595667245789213e-08,3.152649577848306e-08,2.426683627535586e-08,2.654276940244396e-08,2.6585294704569457e-08,2.4399632193355895e-08,2.0247666156276626e-08,1.7761339692377587e-08,2.7436925185935483e-08,2.2411726381677024e-08,1.9719402966780416e-08,2.3502310004909695e-08,2.3657075640829604e-08,3.4628379371189474e-08,2.270149212060789e-08,1.9047239970696752e-08,2.2025375188429336e-08,2.3067803423616336e-08,2.800785245958489e-08,2.410440326383245e-08,2.0314961821846238e-08,3.40933036001754e-08,3.3266776366826766e-08,3.360766543088416e-08,3.2280702386741626e-08,2.9999909715984355e-08,3.7723636493434064e-08,4.714220577097648e-08,6.237153743714809e-08,6.486793543802079e-08,1.1138879863897744e-07
4.8779069768753387e-08,3.978027813331658e-08,4.217473622628018e-08,4.620786262440238e-08,4.294366970028779e-08,2.3855209854251046e-08,3.807660477036119e-08,4.088330885061906e-08,2.448197118814985e-08,2.744592682877191e-08,3.472478241444677e-08,3.41136924671023e-08,2.7786854885430422e-08,3.9053718821069696e-08,3.6592932244198514e-08,2.159214092894283e-08,2.7075910991604923e-08,2.361486884443728e-08,2.058094458970041e-08,2.4433609131080685e-08,2.0109494226988346e-08,2.150987095976608e-08,2.995729653801768e-08,2.2496538716343643e-08,3.567793856057012e-08,3.351661966409632e-08,3.013052603451237e-08,2.2671377994204643e-08,2.3830028502501086e-08,2.8197858021877772e-08,2.3516086348858243e-08,2.8314160425968743e-08,2.5951574984256417e-08,2.8542716542900733e-08,2.760693124094793e-08,2.441475440759624e-08,3.0249871944887684e-08,3.120963173380218e-08,2.8939722968769085e-08,2.9456842548016297e-08,3.201590795649399e-08,3.6721526302942244e-08,3.7175499225779237e-08,4.081020745535696e-08,4.084467850184932e-08,5.5038800423591347e-08,8.254401883883089e-08,1.221503736491388e-07
2.7864658863376562e-08,4.0279394402926e-08,2.9672989074929425e-08,2.2203233002803092e-08,2.034613913857372e-08,2.610533768340294e-08,2.659179191157049e-08,1.6471829751041508e-08,2.6646474062363924e-08,2.81856242105081e-08,1.8034669274265092e-08,3.0022942808919765e-08,2.1931300014315323e-08,1.728534337328275e-08,1.8530461744973503e-08,1.7385334007017553e-08,2.3044677656698796e-08,2.3641216685710532e-08,1.5782657486140802e-08,1.5139572822672357e-08,1.8933762640408785e-08,2.1872668004912735e-08,1.2583104278101756e-08,1.9109041043344157e-08,1.690497884405342e-08,1.5207814494029875e-08,1.6741193220198734e-08,1.558266763733431e-08,1.5856644039252767e-08,1.6231993489775888e-08,1.1966181868558722e-08,1.6483176949365578e-08,1.6019546233451344e-08,1.635465071944822e-08,1.7390642410329052e-08,1.6851852622623152e-08,2.3374520781565888e-08,1.6575193109493643e-08,1.618201576198103e-08,2.006976355304915e-08,2.5181751454156068e-08,2.4616417549934236e-08,2.434435726325544e-08,2.7127899181271427e-08,3.0042921618923875e-08,3.9030886579301957e-08,5.173558751793289e-08,6.998500285971951e-08
3.7778960898154335e-08,2.0472303361163785e-08,3.326257682948032e-08,2.0324087739355927e-08,1.8672485974422347e-08,4.1969195894228706e-08,1.870953855469569e-08,2.9638469474860005e-08,2.108447628504318e-08,2.010414244195208e-08,2.2235403786620976e-08,1.966160787578814e-08,2.57849046077938e-08,1.725513149492233e-08,1.6095833981632958e-08,1.8820136262124046e-08,1.940563086001558e-08,1.6609422995315345e-08,1.5835866977409867e-08,1.7711546910259226e-08,1.3257747775014048e-08,1.241665382830612e-08,2.0571438206955484e-08,1.728608247363626e-08,1.5293927581351082e-08,1.5118995830237385e-08,1.3601482867431804e-08,1.837513639064188e-08,1.60591510548475e-08,1.6319622098298993e-08,1.2596431907674219e-08,1.788705332201741e-08,1.6387526337692996e-08,1.3809262214497059e-08,1.5194530733843386e-08,1.887519842199789e-08,1.5129345293329806e-08,1.521820081715575e-08,1.7363145686617647e-08,2.4602621699610496e-08,2.1819853451429087e-08,2.1928058444986262e-08,2.3503066051670965e-08,2.2453241042178452e-08,3.118658308583567e-08,3.300030430217086e-08,4.844731164758881e-08,7.598276093935085e-08
6.247255006312057e-08,4.2210959518828416e-08,2.8605787221873276e-08,4.0735484670572925e-08,3.063324916315721e-08,2.8539968466385535e-08,2.6727619693771604e-08,2.7678245258874054e-08,2.881567183610707e-08,2.1501722004531984e-08,3.7442524514416165e-08,2.3694766373194123e-08,2.7364566163388885e-08,2.4428273483721785e-08,3.163970644002664e-08,3.181618878876401e-08,2.19899831974728e-08,2.3698737920964406e-08,2.170718760773395e-08,1.9135908812398416e-08,2.0609177023825266e-08,3.074469995039265e-08,1.813512451248187e-08,2.7954585388402155e-08,2.2430072233588214e-08,1.896326879549074e-08,1.961949087028847e-08,1.7797602381803235e-08,2.5462406028453303e-08,1.7068879779311565e-08,1.769957576258696e-08,1.8916089304977512e-08,1.8213722743609643e-08,2.0164906312817154e-08,3.20387301713433e-08,1.871194643405027e-08,2.3621182263646564e-08,2.508281193954298e-08,2.5612344268340625e-08,2.6412747367769396e-08,2.3703191054256747e-08,2.8609563825462822e-08,2.979394186222095e-08,4.1830418312902175e-08,4.1928102229683865e-08,4.7046287876502526e-08,5.365902147749443e-08,9.598611732052383e-08
4.8249690419762204e-08,4.878221379784108e-08,3.995836758139996e-08,5.439413074339656e-08,2.9208076855908202e-08,3.457531875808403e-08,4.613494283382032e-08,3.326115308257001e-08,2.680740344111793e-08,2.3306897358381832e-08,2.3279950679774713e-08,2.8071494933438807e-08,2.3244004960543896e-08,3.554012884896074e-08,2.7292719250912948e-08,3.401538885904777e-08,2.2967333978906144e-08,2.7292379958420406e-08,3.113342177025043e-08,2.4973643751826564e-08,2.963472900979826e-08,2.654045606547558e-08,2.368411226586992e-08,1.996851715171315e-08,1.7941191885137287e-08,2.781741866143836e-08,2.2659606061367983e-08,1.9561445809291255e-08,2.3993507549720913e-08,2.3868284123844515e-08,3.463535761937879e-08,2.2895316976530338e-08,1.9079493968634853e-08,2.1932503128156458e-08,2.31020969030178e-08,2.8168904954355458e-08,2.4386488825964102e-08,2.030156891925458e-08,3.3880554629679404e-08,3.2951349933421954e-08,3.377660789353445e-08,3.214664930004067e-08,3.00266588494425e-08,3.8137249731995526e-08,4.7325685197627145e-08,6.144106048541004e-08,6.479031143856347e-08,1.1201846642199081e-07
4.536283657992521e-08,3.1135131792234706e-08,4.5254187121219116e-08,4.458146046577597e-08,4.4121548716295355e-08,2.4724235942336756e-08,2.5049505732058525e-08,2.8857504886129493e-08,3.084339545784878e-08,2.1668578494202615e-08,2.3239850810186716e-08,2.2336939371557e-08,2.4287911053349854e-08,2.6168114468589942e-08,2.0601735973091378e-08,2.184194402117123e-08,1.9218600908614436e-08,2.6844653337189557e-08,2.4912496016332546e-08,2.562350280381416e-08,1.9806867059556962e-08,1.6640310730352526e-08,1.8711905429379902e-08,1.8563743428642202e-08,1.7481478566459798e-08,2.9024784005669675e-08,1.9623362001002906e-08,1.8069343562291898e-08,2.3203434264805864e-08,2.7118681931546034e-08,2.0124380279512734e-08,2.6971534405297333e-08,1.9697512647613243e-08,2.8246133151584225e-08,1.753007026392782e-08,2.025157877744137e-08,1.9050240320379015e-08,2.0253959388609492e-08,3.140924045120251e-08,3.093388907589175e-08,2.712427447266154e-08,3.052013771840065e-08,3.261094346187522e-08,4.4596980867141535e-08,4.115186629308022e-08,4.817942184022559e-08,6.854603806218487e-08,8.765209166592073e-08
4.615381732592114e-08,4.3598153992021804e-08,2.8610808560442313e-08,3.0520144408005915e-08,3.03276879004417e-08,3.1416928486035604e-08,2.3459145215642338e-08,3.434303026925224e-08,4.456354398776036e-08,2.3283126589551383e-08,1.984053002159326e-08,2.2523857579180577e-08,2.194465632840121e-08,2.4753649415353556e-08,2.672288096514836e-08,2.4977577361781587e-08,2.2500523832838406e-08,2.1119503485312305e-08,1.9966487170255758e-08,2.2855305726444777e-08,2.216495306680182e-08,1.941705701778613e-08,1.8179545268321398e-08,2.7616200135015336e-08,2.0466624346889595e-08,2.0886238137174837e-08,2.035172587749753e-08,1.437366060088347e-08,1.6689724617755992e-08,1.7807360122071557e-08,2.2658269471082393e-08,2.1576392861279277e-08,1.915208706279703e-08,2.1832035706832846e-08,2.490595041093149e-08,1.89535346322662e-08,1.924879906369501e-08,1.828603753030355e-08,2.754695922437852e-08,2.440427994091298e-08,2.5168962820016414e-08,3.574812883436077e-08,3.1101630384562855e-08,3.3353643024260126e-08,3.291275386735295e-08,5.683396128186642e-08,5.77031507371723e-08,8.465477611373067e-08
3.2444869287965955e-08,3.976231780610913e-08,3.393232067620045e-08,4.014218100714152e-08,4.400406677869529e-08,4.100102081707675e-08,4.0883052341508424e-08,4.199813331285203e-08,2.9119225034185555e-08,3.483248188829259e-08,3.877490758163842e-08,2.9700182736318776e-08,3.330305367410688e-08,2.8289209325392395e-08,3.3544732461079666e-08,2.8898104343551447e-08,2.518718726977297e-08,2.6803795906456193e-08,3.142276478593174e-08,2.2480106776750575e-08,2.165759672082701e-08,2.3574467004991598e-08,2.0263423185350575e-08,2.424772804385536e-08,2.1789960483512514e-08,2.9270725018194912e-08,1.9189226196706994e-08,1.8576835628598756e-08,2.4539383462599353e-08,3.235999165180978e-08,2.072182110970271e-08,2.2377571603545444e-08,2.2204659389865608e-08,2.0834521846347397e-08,3.261768250546499e-08,3.524999615658942e-08,2.2531815342222305e-08,2.2024488322081455e-08,2.3774455623066e-08,2.7213596680338906e-08,2.8337630781523905e-08,2.8549940965514356e-08,4.105548098757895e-08,3.793718597638204e-08,4.069758132054321e-08,5.0285279239145574e-08,6.69689382099036e-08,1.103530868462111e-07
2.8634001864899824e-08,2.7775574258074958e-08,2.77424414656009e-08,4.268500962878202e-08,2.709561246253338e-08,3.839552461807547e-08,3.559293202099447e-08,2.658935403222484e-08,3.021807347970833e-08,2.138743276419775e-08,2.3944144459821032e-08,2.2866787466089812e-08,2.1522532396784332e-08,2.0856375994977984e-08,3.105286568972778e-08,2.7534071212677588e-08,2.0147768505488016e-08,1.9037692945686487e-08,2.588934364586348e-08,1.7815244616454147e-08,2.636445640618581e-08,1.800773940762461e-08,3.03758976703826e-08,1.8687710244973488e-08,2.087544439462792e-08,1.5637496958507346e-08,2.786120026261547e-08,1.7691231976020183e-08,2.0114466268632297e-08,2.7328007363642805e-08,1.9465824058227676e-08,2.1344343611584316e-08,1.9640459748471734e-08,2.4274015868912173e-08,1.9973381990211438e-08,2.4010910883787633e-08,2.4531286895629975e-08,2.2713813404265755e-08,2.0830433815111625e-08,3.2191843718712486e-08,2.53399060325945e-08,3.2559650898969966e-08,2.6939993619415255e-08,4.083849764576421e-08,3.583731719852338e-08,4.9344161168720284e-08,6.169679825695441e-08,1.128400867934769e-07
4.2557210474737214e-08,2.9369859428272602e-08,2.6949076832010857e-08,2.3796135220623128e-08,3.063955513916276e-08,2.050343442400313e-08,2.1661773499956085e-08,2.7924705068974216e-08,2.1159976835684636e-08,2.0681421467495894e-08,2.247585974084329e-08,2.1542984660100582e-08,2.6933195405016542e-08,2.589315045829999e-08,1.9927886826109825e-08,1.3759455881906308e-08,1.532257193424926e-08,1.8699269167161056e-08,1.603679156121606e-08,2.0499066268539132e-08,1.7427551202642433e-08,1.7575157796689002e-08,2.0015794983552853e-08,1.9667618280978367e-08,1.2953412036565434e-08,1.5668504004529367e-08,1.9030197752620655e-08,1.5754311673144306e-08,1.8608798349706608e-08,1.661907299768012e-08,1.6879342947560533e-08,1.3903593556289691e-08,1.4220309429976733e-08,1.8102931605165218e-08,1.75130441101531e-08,1.5806906087862318e-08,1.7251250076292463e-08,1.6191572547851993e-08,2.080231236117805e-08,1.714611415336262e-08,1.9671381869550217e-08,2.068922833295435e-08,2.7851711230618237e-08,2.5979225933231834e-08,3.532788028590127e-08,3.644759158780943e-08,4.207719647296355e-08,7.348110311580748e-08
4.0503550231174236e-08,3.262195544253763e-08,4.5730622585338836e-08,4.0557927346463466e-08,4.6494628347711294e-08,2.262867029746824e-08,2.6666178411427718e-08,2.98036598791384e-08,3.015501570143071e-08,2.1124258660539312e-08,2.132501295302306e-08,2.1315388514371045e-08,2.2273608874226555e-08,2.502567226629626e-08,2.006242613585049e-08,2.0860616328002094e-08,2.0463615162829147e-08,2.6709548490523877e-08,2.5172963987429172e-08,2.5646646513054266e-08,1.993136729182887e-08,1.658965264682321e-08,1.8997340869172778e-08,1.8413985169638042e-08,1.7959675101632935e-08,2.7757152866027648e-08,1.9394223717874597e-08,1.842379501745825e-08,2.2826255322794946e-08,2.662778625347917e-08,2.037200752807735e-08,2.7343429546763986e-08,2.018347138106743e-08,2.802494417637791e-08,1.7505944339214937e-08,2.0137096072897486e-08,1.8972518230498e-08,2.0421955354477936e-08,3.1299838048478055e-08,3.079108914164692e-08,2.7127778951439716e-08,3.088461031352588e-08,3.277797509804187e-08,4.439355351577281e-08,4.087201162188988e-08,4.7905827544358806e-08,6.810509181012503e-08,8.911031465562204e-08
4.3525596419309915e-08,3.376055312128576e-08,2.6526920161241087e-08,3.1428001092474325e-08,2.918636748741033e-08,3.0816263325779715e-08,2.2080256389837956e-08,3.501245744226683e-08,4.650864685823152e-08,2.528552332866677e-08,2.096964244730634e-08,2.2714004612590786e-08,2.185123236467338e-08,2.2228471560690674e-08,2.7516296651067737e-08,2.502098387247355e-08,2.2423486995095135e-08,2.1654323132807616e-08,2.063555819652714e-08,2.393664585318357e-08,2.2608472609632493e-08,1.9780282789421263e-08,1.7429788347491657e-08,2.8577269770345514e-08,1.9983462811774912e-08,2.1021814576126186e-08,2.0117793561515818e-08,1.4443125559669235e-08,1.664320917999052e-08,1.772999447169312e-08,2.2653933205277145e-08,2.1514252043679955e-08,1.908233706849234e-08,2.1842306618373008e-08,2.504672262262318e-08,1.8978769689406902e-08,1.9341304822297556e-08,1.8318872640751075e-08,2.7438585750371663e-08,2.4326853694327316e-08,2.514905561474183e-08,3.568888409855863e-08,3.101267118974863e-08,3.327823342145487e-08,3.289736804792025e-08,5.718136542535634e-08,5.7678817740556844e-08,8.46717872431577e-08
3.734596125986131e-08,4.43017379096171e-08,3.357119822656785e-08,3.841303857887654e-08,4.958078633271032e-08,3.957257641186541e-08,3.865391754533221e-08,4.318957019802444e-08,2.866745574150284e-08,3.193479228476709e-08,4.038920815071033e-08,2.9212706802243973e-08,3.4108906833956076e-08,2.905940913034939e-08,3.1735204617626175e-08,2.8948090243540234e-08,2.6087881557036418e-08,2.738071570959588e-08,3.081520699800317e-08,2.2642083113785187e-08,1.8964153624682897e-08,2.399049718519209e-08,2.0221731417546193e-08,2.458275982256853e-08,2.2328523667718188e-08,2.984710048881222e-08,1.9333670113591734e-08,1.8600596697371863e-08,2.4586800716054707e-08,3.2816167013935794e-08,2.100256154919559e-08,2.2795211968778648e-08,2.2475111206617488e-08,2.1147777433677944e-08,3.22517150746868e-08,3.4654309628484785e-08,2.263541331799321e-08,2.2092912619556475e-08,2.397949273457968e-08,2.7174124448593538e-08,2.820294631792137e-08,2.8625088920741805e-08,4.104604645411352e-08,3.761111169013915e-08,4.0175434979488486e-08,4.9808726700979835e-08,6.823380441298284e-08,1.1257989793738745e-07
3.2003479988008415e-08,2.6522237357144498e-08,2.9688653946803883e-08,4.0173712961743384e-08,2.6019086763191542e-08,3.559215180112064e-08,3.496059601645222e-08,3.159715623477779e-08,2.7613153526150317e-08,2.266085634421894e-08,2.5050417355838895e-08,2.3264445585852855e-08,2.0295060328233995e-08,2.1126715422598862e-08,2.9229112060976707e-08,2.870165143163217e-08,2.0210750258162475e-08,1.8249040093112062e-08,2.473618686343756e-08,1.7606007947823063e-08,2.62077247368731e-08,1.7919349260044728e-08,3.0207341278011255e-08,1.872930497442844e-08,2.085040115440271e-08,1.5713990278816182e-08,2.729039177538941e-08,1.764932959829597e-08,2.0219689607188063e-08,2.7213098971655064e-08,1.9406903821882274e-08,2.134711249645404e-08,1.949193207321605e-08,2.4371977802922877e-08,1.9887243101996497e-08,2.4097622730576734e-08,2.445506147455474e-08,2.2602390227867372e-08,2.0846502853705302e-08,3.240128579938092e-08,2.5352460321277895e-08,3.2762449850626584e-08,2.696725032823407e-08,4.066619301976683e-08,3.5819943124041646e-08,4.9428752777018414e-08,6.172012029097201e-08,1.1339508071426635e-07
3.92417651104463e-08,2.9958950888169666e-08,2.728046877165313e-08,2.812296036768995e-08,2.873357317031976e-08,2.066516516665527e-08,2.135486050626851e-08,2.8512353655230996e-08,2.039479238866101e-08,1.9804861069061584e-08,2.0119723769413874e-08,2.1451326446600923e-08,2.7048084894133566e-08,2.5462512850624798e-08,1.9734357730806102e-08,1.4123176618580328e-08,1.530665489807342e-08,1.8969554143393113e-08,1.61902643056181e-08,2.089519705443763e-08,1.7489236082116368e-08,1.750278078643013e-08,2.0450348618651037e-08,1.998779815189289e-08,1.2988095704716749e-08,1.582271245996073e-08,1.861986319823082e-08,1.573277734305515e-08,1.8389665066688522e-08,1.6880206374174454e-08,1.7265303930169033e-08,1.4128453661673387e-08,1.4319599845628151e-08,1.7820092812749848e-08,1.7377280169487286e-08,1.5538721705548185e-08,1.7073756043793965e-08,1.6159461153692518e-08,2.079298436172863e-08,1.718846586812892e-08,1.9751831196974262e-08,2.0643557426463057e-08,2.7814401292380476e-08,2.5969286094888467e-08,3.529096787535139e-08,3.647622925712075e-08,4.2104152266882764e-08,7.39004659851525e-08
3.1790286791535316e-08,3.049959185869338e-08,2.0179836110546988e-08,2.899500656463922e-08,2.4592293115778657e-08,2.410930872655858e-08,1.970569860590507e-08,2.097260229624652e-08,2.9895620818137884e-08,1.5911097212543367e-08,1.858144488109883e-08,1.9393502685141027e-08,1.8593758473334895e-08,1.7244796466651495e-08,1.9672671208857034e-08,2.4633024133367787e-08,1.654431475402266e-08,1.861558196322909e-08,1.9645147245694452e-08,1.338548187136882e-08,1.9571799226594846e-08,1.3390188554674349e-08,1.1529300280737033e-08,1.1919420868434847e-08,1.686762811377414e-08,1.3443547567583483e-08,1.4604872716216432e-08,1.4447761548732781e-08,2.2366948880362265e-08,1.2215594842082033e-08,1.3867476498070698e-08,1.8104464772420125e-08,1.5463849317171054e-08,1.5587427709404423e-08,2.0877656483179803e-08,1.482962121542414e-08,1.998970932854093e-08,1.4593609078795734e-08,2.69610545001212e-08,1.7264517612809763e-08,1.810768121809598e-08,2.2537216153715107e-08,2.635589865436289e-08,3.1926592615571494e-08,3.753098729311695e-08,3.410423308970339e-08,4.332239735220001e-08,7.171821178834715e-08
1.8945526125104626e-08,2.7389815299815563e-08,2.7430739012519225e-08,2.15159461040065e-08,1.9786422246786273e-08,2.132273861657736e-08,1.7010353918022777e-08,1.5650335495202532e-08,1.3360878034065245e-08,2.1534405965326564e-08,1.68721562156162e-08,1.512969997569839e-08,1.2904568213504126e-08,1.7929545007408666e-08,1.1368271348676692e-08,1.5210155791276876e-08,1.3578256717951886e-08,1.4506530350939018e-08,1.1550558367994088e-08,1.1843034043506117e-08,1.009188722608606e-08,1.124216750460496e-08,1.4510376327299819e-08,1.3630961665081529e-08,1.191449717146072e-08,1.2902401287162401e-08,1.23877164386003e-08,1.13970891772622e-08,1.1199125974689372e-08,1.4993645689057737e-08,1.1335956312540084e-08,1.2100319461605749e-08,1.2978888455160414e-08,1.3245364535232937e-08,1.4647816193261488e-08,1.5250055234277993e-08,1.8308549527657974e-08,2.1188619280044838e-08,1.5742607515144102e-08,1.6075326514250442e-08,1.6971945069504675e-08,1.6505835206735814e-08,2.549959064529685e-08,2.2375541439635108e-08,2.2185761813494123e-08,3.36773820852286e-08,3.766457054104846e-08,6.310536190655011e-08
3.1372358310439335e-08,2.5572967822855377e-08,2.1975953392951693e-08,2.407009385107553e-08,2.8628223021953623e-08,2.7989001945026394e-08,1.6791450135531484e-08,3.210264977128355e-08,2.9239802093037496e-08,2.0999660137013006e-08,2.9398043687241512e-08,2.635315786558747e-08,1.8803764041930945e-08,2.4142226761997405e-08,2.013300252355624e-08,2.2245023756750937e-08,2.3508747490543717e-08,1.6041319264888346e-08,2.8140391569258023e-08,2.384617552738e-08,2.0914517412696227e-08,1.98219393641396e-08,2.49579551564995e-08,2.001011374418405e-08,1.447185307527265e-08,1.4156214265715169e-08,1.506241264801823e-08,1.4406057019973103e-08,1.7096026220160408e-08,2.0435176405749085e-08,1.8653696797062095e-08,1.5823863281403624e-08,1.4404606142792456e-08,1.652035519315692e-08,1.7332681864584517e-08,1.7088422065452634e-08,2.3993300649858118e-08,1.8792677797579102e-08,1.8987032296324484e-08,2.191359663592913e-08,2.1240162969176308e-08,2.703144339307552e-08,2.8339497602432857e-08,3.152562655276891e-08,3.269457375607972e-08,4.0610014321104316e-08,5.9173865642867703e-08,9.463115168893884e-08
2.4162041521337938e-08,3.120525233539597e-08,1.629892694614673e-08,2.8904562670610184e-08,1.872659759432628e-08,2.406112471491204e-08,3.237207659585202e-08,1.9908852041990208e-08,2.4328152611260373e-08,2.2270746387921456e-08,1.6489898729752244e-08,1.7288204405666632e-08,1.9112795485909246e-08,1.3817866845271511e-08,1.4296458870241635e-08,2.043356523058866e-08,1.4736599277227529e-08,1.5995206956058847e-08,1.9507573391327473e-08,1.9074130076110153e-08,1.6351799013855747e-08,1.805182626510064e-08,1.5957501837624207e-08,1.4406381777818145e-08,1.5475234973291566e-08,2.964294451345169e-08,1.4687451460007456e-08,1.3173128883579672e-08,1.108889238166999e-08,1.7263604320177922e-08,1.9141233769434423e-08,1.5663384376278795e-08,2.112926576198793e-08,1.2662160775355248e-08,1.3924366553897657e-08,1.2441659437919555e-08,1.653718240184872e-08,1.7298658077221004e-08,1.8487203624977054e-08,1.653169723412058e-08,2.226266678944551e-08,2.9685480696350436e-08,2.091857659521181e-08,2.3399906827792112e-08,3.5089736715083565e-08,3.2592443104208866e-08,4.393896747354863e-08,6.936855710030049e-08
3.030413083543798e-08,3.732002487312883e-08,2.980753209991069e-08,2.443741179877063e-08,2.590763196023207e-08,2.576019249380009e-08,2.858437805116354e-08,2.0153141382176637e-08,2.476541562781335e-08,2.1913272682724543e-08,2.3999162519648272e-08,1.8311625496580776e-08,2.1616889454526762e-08,2.2427428708527434e-08,2.2732798051875885e-08,1.7401482877317465e-08,1.500665409397675e-08,2.2930767809847344e-08,1.7420979151447854e-08,2.724672889159379e-08,2.1250568565315107e-08,1.707441934675931e-08,1.551212970527393e-08,2.1854753019934153e-08,2.0045012739389892e-08,1.9120968074830745e-08,2.1556079832264577e-08,1.5846313936328953e-08,1.8739817180821638e-08,1.4187290882221207e-08,1.8062810825943822e-08,1.757644659466097e-08,1.9593309548171402e-08,1.6404205359041025e-08,2.2336057157467495e-08,2.1871570960622667e-08,1.756420724966144e-08,2.5777633837486197e-08,2.2159810452274245e-08,2.136572883185597e-08,2.8749151285943252e-08,3.297594692531832e-08,2.655585022029233e-08,3.0878967505794244e-08,3.8406231319915626e-08,4.0600400897304294e-08,5.752617383561849e-08,9.135597284866157e-08
